b0,A,B,C,D,E,F,G,Result,Delta
153,-19,-19,-5,1,9,17,15,153.0246937260849,8.511403848388e-008
153,-19,-19,-4,1,10,12,19,153.0246938181523,6.953399633857771e-009
153,-19,-19,-2,-1,-10,-12,-19,153.0246937640979,4.710102530225413e-008
153,-19,-19,-2,-1,-9,-15,-17,153.0246938568078,4.560891397886735e-008
153,-19,-18,-5,1,9,15,17,153.0246938563776,4.517869456321932e-008
153,-19,-18,-5,1,10,12,19,153.024693763693,4.75058641313808e-008
153,-19,-18,-3,-1,-9,-15,-17,153.0246938014838,9.715137139210128e-009
153,-19,-18,-3,-1,-8,-18,-15,153.0246938963844,8.518554750480689e-008
153,-19,-17,-6,1,9,15,17,153.0246938010578,1.014106487673416e-008
153,-19,-17,-6,1,8,18,15,153.0246938959311,8.473219281768252e-008
153,-19,-17,-4,-1,-9,-15,-17,153.0246937462028,6.499607252408168e-008
153,-19,-17,-4,-1,-8,-18,-15,153.0246938401686,2.896973683164106e-008
153,-19,-16,-7,1,8,18,15,153.0246938397199,2.852101488315384e-008
153,-19,-16,-7,1,9,15,17,153.0246937457811,6.541776542690059e-008
153,-19,-16,-5,-1,-8,-18,-15,153.0246937839982,2.720068437156442e-008
153,-19,-16,-4,-1,-9,-13,-19,153.0246938813514,7.015250957920216e-008
153,-19,-15,-8,1,8,18,15,153.0246937835538,2.764508622021822e-008
153,-19,-15,-7,1,9,13,19,153.0246938808869,6.968801358198107e-008
153,-19,-15,-6,-1,-8,-18,-15,153.0246937278728,8.332611400874157e-008
153,-19,-15,-5,-7,-6,0,16,153.0246938992204,8.802155093690089e-008
153,-19,-15,-5,-1,-9,-13,-19,153.0246938229387,1.173981445390382e-008
153,-19,-14,-9,1,8,18,15,153.0246937274329,8.376602522730536e-008
153,-19,-14,-8,1,9,13,19,153.024693822479,1.12800648821576e-008
153,-19,-14,-6,-1,-8,-16,-17,153.0246938632404,5.204154263083183e-008
153,-19,-14,-6,-1,-9,-13,-19,153.0246937645741,4.662481956074771e-008
153,-19,-13,-16,8,6,0,-16,153.024693893154,8.195510758923774e-008
153,-19,-13,-9,1,9,13,19,153.024693764119,4.707985112872848e-008
153,-19,-13,-9,1,8,16,17,153.0246938627552,5.15563556291454e-008
153,-19,-13,-7,-1,-8,-16,-17,153.0246938039064,7.29244220565306e-009
153,-19,-13,-7,-1,-7,-19,-15,153.0246939050319,9.383305155097332e-008
153,-19,-12,-10,1,7,19,15,153.0246939045192,9.33202954911394e-008
153,-19,-12,-10,1,8,16,17,153.0246938034263,7.772570143060875e-009
153,-19,-12,-8,-1,-8,-16,-17,153.024693744623,6.657586482106126e-008
153,-19,-12,-8,-1,-7,-19,-15,153.0246938446918,3.34929097789427e-008
153,-19,-11,-11,1,7,19,15,153.0246938441843,3.298541173535341e-008
153,-19,-11,-11,1,8,16,17,153.024693744148,6.705090527248103e-008
153,-19,-11,-9,-1,-7,-19,-15,153.0246937844046,2.67943107701285e-008
153,-19,-11,-8,-1,-8,-14,-19,153.0246938849825,7.378361033261172e-008
153,-19,-10,-12,1,-13,15,16,153.0246938909356,7.973673632477585e-008
153,-19,-10,-12,1,7,19,15,153.0246937839026,2.72962950020883e-008
153,-19,-10,-11,1,8,14,19,153.024693884457,7.325814976866241e-008
153,-19,-10,-10,-1,-7,-19,-15,153.0246937241704,8.702846798769315e-008
153,-19,-10,-9,-1,-8,-14,-19,153.0246938222113,1.101241764445149e-008
153,-19,-10,3,6,9,-18,7,153.0246939048347,9.363583330923575e-008
153,-19,-9,-13,1,7,19,15,153.0246937236738,8.752505209486117e-008
153,-19,-9,-12,1,8,14,19,153.0246938216916,1.049272668751655e-008
153,-19,-9,-10,-1,-8,-14,-19,153.0246937594968,5.170210215510451e-008
153,-19,-9,-10,-1,-7,-17,-17,153.0246938647271,5.35282254077174e-008
153,-19,-8,-13,1,8,14,19,153.0246937589827,5.221619403528166e-008
153,-19,-8,-13,1,7,17,17,153.0246938641768,5.297786742630706e-008
153,-19,-8,-11,-1,-7,-17,-17,153.024693800915,1.028388396662194e-008
153,-19,-7,-14,1,7,17,17,153.0246938003706,1.082824496734247e-008
153,-19,-7,-12,-1,-7,-17,-17,153.0246937371624,7.403647828141402e-008
153,-19,-6,-15,1,7,17,17,153.0246937366242,7.457470019289758e-008
153,-19,-6,-12,-1,-7,-15,-19,153.0246938828637,7.166480031628453e-008
153,-19,-5,-15,1,7,15,19,153.0246938822654,7.106652333277452e-008
153,-19,-5,-13,-1,-7,-15,-19,153.0246938152092,4.010303200630005e-009
153,-19,-4,-16,1,7,15,19,153.0246938146178,3.418904270802159e-009
153,-19,-4,-14,-1,-7,-15,-19,153.0246937476219,6.357703341564047e-008
153,-19,-4,-14,-1,-6,-18,-17,153.0246938601145,4.891558091912884e-008
153,-19,-4,-11,-1,2,7,-3,153.0246938309977,1.979884700631374e-008
153,-19,-3,-17,1,7,15,19,153.0246937470373,6.416158271349559e-008
153,-19,-3,-17,1,6,18,17,153.0246938594861,4.828717692362261e-008
153,-19,-3,-15,-1,-6,-18,-17,153.0246937912766,1.992231091207941e-008
153,-19,-2,-18,1,6,18,17,153.0246937906556,2.054332526313374e-008
153,-19,-2,-16,-1,-6,-18,-17,153.0246937225096,8.868926215654938e-008
153,-19,-1,-19,1,6,18,17,153.0246937218961,8.930283001973294e-008
153,-19,-1,-16,-1,-6,-16,-19,153.0246938736391,6.244022188184317e-008
153,-19,0,-19,1,6,16,19,153.0246938729534,6.175454814183468e-008
153,-19,0,-17,-1,-6,-16,-19,153.0246938004848,1.07141318039794e-008
