b0,A,B,C,D,E,F,G,Result,Delta
30,-19,-19,-13,-18,-18,-13,-12,30.42487617292306,4.706355127837014e-008
30,-19,-19,-7,-18,4,4,-11,30.42487617104564,4.518612684023537e-008
30,-19,-19,10,6,-6,-3,19,30.42487616094814,3.508862889134434e-008
30,-19,-19,14,-13,-16,-14,-1,30.4248760306821,9.517740906517247e-008
30,-19,-18,-10,16,13,15,10,30.424876031075,9.478451090672024e-008
30,-19,-18,-6,-15,-12,-13,-11,30.42487609459774,3.126177716694656e-008
30,-19,-18,-1,3,-19,16,9,30.42487622418707,9.832755765160073e-008
30,-19,-18,1,-9,-15,10,-17,30.42487616535134,3.94918266977129e-008
30,-19,-18,1,16,2,17,19,30.42487610068931,2.517020547543325e-008
30,-19,-18,3,-10,-19,-15,10,30.42487616218391,3.632439771195095e-008
30,-19,-18,13,-13,-15,-17,1,30.42487614057135,1.47118335291907e-008
30,-19,-18,15,-11,3,-16,-14,30.4248761639111,3.80515849940366e-008
30,-19,-18,19,11,11,6,9,30.42487613781718,1.195766685668787e-008
30,-19,-17,-19,-15,-17,-15,-4,30.42487613886678,1.300726282238429e-008
30,-19,-17,-19,-10,-5,-8,-12,30.42487612183959,4.019920396558518e-009
30,-19,-17,-16,13,19,10,2,30.42487614644471,2.058520109926576e-008
30,-19,-17,-12,-4,3,5,-16,30.42487603824403,8.761548642155503e-008
30,-19,-17,-11,16,12,18,8,30.42487621841407,9.255456134837914e-008
30,-19,-17,7,-7,-17,-2,2,30.42487611916422,6.695294985092914e-009
30,-19,-16,-18,2,12,0,-6,30.42487609668873,2.917078489872438e-008
30,-19,-16,-16,3,-1,7,5,30.42487619783097,7.197145279747019e-008
30,-19,-16,-15,-5,-10,15,-19,30.42487612824227,2.382755326379993e-009
30,-19,-16,-13,-15,-17,-5,-14,30.42487620516413,7.930461265459599e-008
30,-19,-16,-10,-12,-14,-6,-9,30.424876174811,4.895149174899416e-008
30,-19,-16,-1,-9,-14,7,-15,30.42487606325762,6.260189167051067e-008
30,-19,-16,2,-6,-5,-17,7,30.42487619927579,7.341627394907846e-008
30,-19,-16,6,7,14,-15,18,30.42487622399133,9.813181378603986e-008
30,-19,-16,16,4,1,17,-8,30.4248760567875,6.907200855721385e-008
30,-19,-15,-19,-13,5,-19,-19,30.42487615064195,2.478244098824689e-008
30,-19,-15,-7,-8,-5,-10,-5,30.42487621778353,9.192401506652459e-008
30,-19,-15,4,10,3,13,8,30.42487618062295,5.476343289956276e-008
30,-19,-15,6,-5,-11,16,-18,30.42487618733518,6.147566722347619e-008
30,-19,-15,14,4,11,-13,12,30.42487620339922,7.753970621138251e-008
30,-19,-15,16,11,9,12,5,30.42487609628715,2.957236233669391e-008
30,-19,-15,17,-9,15,-16,-17,30.42487603284006,9.301945169681858e-008
30,-19,-15,19,2,12,5,-12,30.42487608515192,4.070759729302154e-008
30,-19,-14,-13,10,16,7,1,30.42487619620523,7.034571325448269e-008
30,-19,-14,2,-18,-6,-18,-19,30.42487608014708,4.571242939732656e-008
30,-19,-14,6,-10,-17,-6,-1,30.42487622467552,9.881600604444429e-008
30,-19,-13,-16,-15,-15,-11,-10,30.42487608599917,3.986034258218751e-008
30,-19,-13,-14,16,16,3,19,30.42487617857352,5.271400382866887e-008
30,-19,-13,-6,10,15,-7,16,30.42487617167296,4.581345081078325e-008
30,-19,-13,3,-7,9,-12,-16,30.42487616007707,3.421755678800764e-008
30,-19,-13,14,-10,-9,-11,-4,30.42487617788517,5.202566200068759e-008
30,-19,-13,15,7,1,5,11,30.4248761792459,5.338639041951865e-008
30,-19,-12,-15,8,0,-2,7,30.42487614183357,1.597405585584966e-008
30,-19,-12,-9,4,14,11,-15,30.42487616422102,3.836150597180676e-008
30,-19,-12,-4,-12,-11,-2,-16,30.42487605681281,6.904670613039343e-008
30,-19,-12,6,-9,1,-7,3,30.42487607813157,4.77279478161563e-008
30,-19,-12,6,4,12,-8,6,30.42487620444955,7.859003758881045e-008
30,-19,-12,13,1,10,-14,-8,30.42487616103716,3.517764213256669e-008
30,-19,-12,13,11,7,18,1,30.42487605673166,6.912785721624459e-008
30,-19,-12,14,8,17,-16,18,30.4248760333025,9.255701272081751e-008
30,-19,-11,-15,-12,-11,-15,-3,30.42487622483512,9.897561170646441e-008
30,-19,-11,-12,-2,-6,-13,13,30.42487606660846,5.925105384108065e-008
30,-19,-11,17,-11,4,-13,-18,30.42487610510221,2.075730165529421e-008
30,-19,-10,-14,7,17,2,-2,30.42487602817051,9.768900710582784e-008
30,-19,-10,-13,-12,-14,-2,-13,30.42487617108619,4.522667396145153e-008
30,-19,-10,-7,3,-19,18,7,30.42487616067708,3.481757104850658e-008
30,-19,-10,0,-7,-12,-17,12,30.42487604360366,8.225585190757556e-008
30,-19,-10,7,-13,-14,-15,-2,30.42487608377872,4.208079573686518e-008
30,-19,-10,18,-5,-18,-4,10,30.42487602619397,9.966554159746011e-008
30,-19,-9,-18,16,13,12,13,30.42487610447752,2.138198951229242e-008
30,-19,-9,-16,-18,-14,-14,-15,30.42487606935701,5.650250045619032e-008
30,-19,-9,-13,-15,-14,-4,-18,30.42487604943075,7.642876198588056e-008
30,-19,-9,-4,8,-8,19,5,30.42487614327271,1.74131997709992e-008
30,-19,-9,-3,10,0,15,9,30.42487621683711,9.097759701148789e-008
30,-19,-9,1,-10,-13,-18,7,30.42487609602451,2.98350038008266e-008
30,-19,-9,6,-13,-13,-18,0,30.42487618389977,5.804025704492233e-008
30,-19,-9,7,8,19,1,-1,30.42487618237549,5.651597589917401e-008
30,-19,-9,8,-13,-19,5,-17,30.42487603223767,9.362184272276863e-008
30,-19,-9,11,14,-1,17,17,30.4248760386202,8.72393144391026e-008
30,-19,-9,13,5,5,18,-11,30.42487610418361,2.167589840951223e-008
30,-19,-9,17,-5,-17,-7,12,30.42487603049685,9.536266531995352e-008
30,-19,-8,-19,-9,-11,-14,3,30.42487612483671,1.022801399130913e-009
30,-19,-8,-11,10,12,2,10,30.42487605133653,7.452298689258896e-008
30,-19,-8,-10,-7,-18,-14,15,30.4248760701867,5.567281746721164e-008
30,-19,-8,-9,13,8,4,19,30.42487604668046,7.91790562004735e-008
30,-19,-8,-4,1,15,0,-12,30.42487610111392,2.474558868925669e-008
30,-19,-8,-3,7,7,8,2,30.42487622539672,9.953720336852712e-008
30,-19,-8,6,8,18,4,-3,30.42487616944783,4.35883187321906e-008
30,-19,-8,7,-13,-18,2,-15,30.424876106893,1.896651724564435e-008
30,-19,-8,10,5,18,-13,7,30.42487604774333,7.811618374375939e-008
30,-19,-8,15,-16,-13,-6,-19,30.42487612365348,2.206032689855419e-009
30,-19,-8,16,-10,5,-10,-19,30.42487608687937,3.89801400046963e-008
30,-19,-8,16,-5,-16,-10,14,30.42487603556476,9.02947547842814e-008
30,-19,-7,-14,12,1,9,19,30.42487613363563,7.776119304025997e-009
30,-19,-7,-2,-7,-16,-3,2,30.42487617231528,4.645576368034199e-008
30,-19,-7,-1,6,5,-2,12,30.42487606615908,5.970043304159844e-008
30,-19,-7,5,8,17,7,-5,30.42487615642674,3.056722874816842e-008
30,-19,-7,6,-13,-17,-1,-13,30.42487618373982,5.788030321696169e-008
30,-19,-7,8,-12,-2,-8,-19,30.42487606691402,5.894549559570805e-008
30,-19,-7,14,-16,-12,-9,-17,30.42487621054691,8.468739309819284e-008
30,-19,-7,15,-5,-15,-13,16,30.42487604147352,8.438599152782444e-008
30,-19,-7,18,-19,-13,-13,-19,30.42487609402492,3.18345918515206e-008
30,-19,-6,-16,-15,-12,-10,-14,30.42487608370029,4.215922544403838e-008
30,-19,-6,-16,-9,-9,-14,1,30.42487604847757,7.738194085504802e-008
30,-19,-6,3,-4,-15,9,-4,30.42487606344719,6.241232242132355e-008
30,-19,-6,4,8,16,10,-7,30.42487614332324,1.746373001765278e-008
30,-19,-6,14,-5,-14,-16,18,30.42487604830763,7.755188136115976e-008
30,-19,-6,17,-19,-12,-16,-17,30.42487607851072,4.734879155421368e-008
30,-19,-5,-16,-2,-11,4,1,30.42487613209518,6.235666205611778e-009
30,-19,-5,-8,-4,-1,-10,7,30.42487612734103,1.481520683910276e-009
30,-19,-5,0,10,1,5,18,30.42487612161088,4.248636997772337e-009
30,-19,-5,3,8,15,13,-9,30.42487613015017,4.290658495165189e-009
30,-19,-5,9,8,-4,12,11,30.42487603785211,8.800740758374559e-008
30,-19,-5,10,11,-4,15,15,30.42487611185778,1.400173132992677e-008
30,-19,-5,16,-19,-11,-19,-15,30.4248760627863,6.307321598342242e-008
30,-19,-4,-16,-19,4,-6,-1,30.42487617992504,5.406553071907183e-008
30,-19,-4,-14,-9,-14,6,-14,30.42487604252726,8.333225309797854e-008
30,-19,-4,-12,-18,-8,-18,-17,30.42487619237653,6.651701411897193e-008
30,-19,-4,-5,-10,-19,-2,-3,30.42487610346556,2.239394802927563e-008
30,-19,-4,2,8,14,16,-11,30.42487611692265,8.936858364450018e-009
