b0,A,B,C,D,E,F,G,Result,Delta
133,-19,-19,-19,-15,-18,0,-13,133.4977371795806,2.34169590385136e-008
133,-19,-19,-18,-13,-14,-11,-2,133.4977372619588,5.896117727388628e-008
133,-19,-19,-17,10,11,-2,12,133.4977371418708,6.112682626735477e-008
133,-19,-19,-5,-19,-7,-17,-15,133.4977372256367,2.26391136948223e-008
133,-19,-19,-4,-15,-12,-1,-18,133.4977372133892,1.039157382365374e-008
133,-19,-19,4,-6,3,1,-17,133.497737293556,9.055835903382103e-008
133,-19,-19,9,-11,-10,6,-19,133.4977372348471,3.184945285283902e-008
133,-19,-19,12,-7,-4,15,-16,133.4977372046378,1.640188429519185e-009
133,-19,-19,12,-1,-11,6,2,133.4977371224948,8.050284350247239e-008
133,-19,-18,-18,-18,-12,-16,-9,133.4977371894614,1.35362085984525e-008
133,-19,-18,-11,-13,-15,1,-13,133.497737189328,1.366964852422825e-008
133,-19,-18,-9,-12,-14,0,-11,133.4977372514031,4.840546807827195e-008
133,-19,-18,1,-10,-8,-8,-5,133.497737185744,1.72536260834022e-008
133,-19,-17,-10,-4,-10,-15,16,133.4977372003013,2.696253886824707e-009
133,-19,-17,-4,-2,-11,14,-9,133.4977371474562,5.554139193009178e-008
133,-19,-17,14,-3,-7,-1,1,133.4977372016619,1.335678234681836e-009
133,-19,-16,-18,8,9,7,1,133.4977371611781,4.181953272563987e-008
133,-19,-16,-4,-10,-12,1,-10,133.4977371398651,6.313246103673009e-008
133,-19,-16,12,-18,10,-19,6,133.4977371941479,8.849667665344896e-009
133,-19,-15,-13,13,-1,18,10,133.497737135417,6.758060067113547e-008
133,-19,-15,-9,4,0,14,-3,133.4977371872327,1.57648685217282e-008
133,-19,-15,-4,11,-1,6,18,133.4977371897624,1.32351942738751e-008
133,-19,-15,1,8,1,7,9,133.4977371831446,1.985304720619752e-008
133,-19,-15,3,-10,4,-11,-14,133.4977371909859,1.201169652631506e-008
133,-19,-14,-17,-15,-14,-4,-13,133.4977371153413,8.765630354901077e-008
133,-19,-14,-17,2,-11,19,-9,133.497737138988,6.400958341146179e-008
133,-19,-14,-17,10,5,11,5,133.497737232006,2.900841877817584e-008
133,-19,-14,-14,11,-16,18,16,133.4977371420622,6.093543447605043e-008
133,-19,-14,-11,-8,-14,1,-4,133.4977371826044,2.039320179392234e-008
133,-19,-14,-8,4,8,8,-7,133.4977371927561,1.024150719786121e-008
133,-19,-14,-7,3,3,1,2,133.4977371034337,9.956386293197284e-008
133,-19,-13,-12,-18,-10,-9,-18,133.4977372303256,2.73279852081032e-008
