b0,A,B,C,D,E,F,G,Result,Delta
52,-19,-19,-1,17,12,-6,12,52.9703215147713,3.70568358221135e-008
52,-19,-19,14,15,2,1,13,52.97032141537719,6.233727134485889e-008
52,-19,-18,-19,10,4,0,9,52.97032145171346,2.600100401650707e-008
52,-19,-18,3,-7,-13,-7,12,52.97032142771732,4.999714064979344e-008
52,-19,-17,19,-10,-12,6,-5,52.97032141554427,6.217019432597226e-008
52,-19,-16,-13,-12,-1,3,-16,52.97032148454561,6.831143650742888e-009
52,-19,-16,-10,13,13,2,-1,52.97032140124752,7.646693944707295e-008
52,-19,-16,-1,-8,7,-6,-14,52.97032150005435,2.233988283251165e-008
52,-19,-16,4,16,-10,6,18,52.97032146165752,1.605694421868975e-008
52,-19,-16,19,-10,-5,-14,8,52.97032142177687,5.593759055955161e-008
52,-19,-15,0,4,-17,19,1,52.97032145081484,2.689962030899551e-008
52,-19,-14,-19,14,16,5,-6,52.97032140030024,7.741422791696095e-008
52,-19,-14,-19,18,18,4,-3,52.97032142999252,4.772194728275281e-008
52,-19,-14,-11,-17,-12,11,-18,52.97032157042987,9.271541046018683e-008
52,-19,-14,-7,-15,-8,2,-11,52.97032143969573,3.801873305064873e-008
52,-19,-14,9,6,-6,-6,17,52.97032151762908,3.991461738905855e-008
52,-19,-13,-12,-15,-3,1,18,52.97032150301347,2.529900910985816e-008
52,-19,-13,-2,16,8,-3,12,52.97032145582445,2.18900098047925e-008
52,-19,-13,3,-5,-17,15,-4,52.97032155571034,7.799587109502681e-008
52,-19,-13,5,-12,-19,7,-1,52.97032152878642,5.107195732989567e-008
52,-19,-13,11,-13,-13,-5,4,52.97032156348388,8.576941468163568e-008
52,-19,-13,14,-10,8,-14,-6,52.97032155713457,7.942010427086643e-008
52,-19,-12,-12,17,11,5,2,52.97032141469081,6.302365562760315e-008
52,-19,-12,-8,19,6,12,2,52.97032152580977,4.809530906868531e-008
52,-19,-11,-11,4,18,-15,2,52.97032146884294,8.871523959896877e-009
52,-19,-11,2,14,8,-11,18,52.97032157073086,9.301639636305481e-008
52,-19,-11,10,-15,-15,-5,4,52.97032156028008,8.256562011865753e-008
52,-19,-11,11,-9,-1,-10,0,52.97032150548726,2.777279917154374e-008
52,-19,-11,13,-18,-15,-15,11,52.9703213805893,9.712516657600645e-008
52,-19,-10,-15,-6,11,-3,-12,52.97032145908034,1.863412535385578e-008
52,-19,-10,-14,-17,-3,-16,0,52.97032156731699,8.960252273482183e-008
52,-19,-10,12,-17,-17,-3,2,52.9703214798309,2.11643680358975e-009
52,-19,-10,17,-18,-13,-10,4,52.97032155373405,7.601958174063839e-008
52,-19,-9,-18,-16,-8,-2,-8,52.97032156854598,9.083151297772929e-008
52,-19,-9,10,-12,-15,9,-7,52.97032152269972,4.498525640883599e-008
52,-19,-9,14,-12,-10,0,-3,52.97032147584,1.874468580354005e-009
52,-19,-8,-18,4,2,-7,5,52.97032152793194,5.021747995215264e-008
52,-19,-8,-17,5,11,9,-14,52.97032151882983,4.11153706636469e-008
52,-19,-8,-14,16,-2,3,17,52.97032148719602,9.481553320256353e-009
52,-19,-8,-6,17,9,-9,18,52.97032141296349,6.475097791280859e-008
52,-19,-8,-5,12,2,16,-5,52.97032153349843,5.578396411465292e-008
52,-19,-8,14,-14,-8,-10,3,52.9703213895591,8.815536745032659e-008
52,-19,-7,-15,16,7,13,-3,52.97032157364046,9.592599781171884e-008
52,-19,-7,-12,12,15,-15,13,52.97032152971622,5.200175934305662e-008
52,-19,-7,-3,11,9,-9,12,52.97032143066296,4.705150047357165e-008
52,-19,-6,-19,5,10,12,-16,52.97032155418866,7.647419408840506e-008
52,-19,-6,-4,16,0,10,7,52.97032147279706,4.917403373383422e-009
52,-19,-6,-2,-12,-14,-8,9,52.97032157741027,9.969580361257613e-008
52,-19,-6,7,-17,3,-8,-14,52.97032151220247,3.448800356409265e-008
52,-19,-6,10,-13,-16,14,-12,52.97032151258626,3.487179611738611e-008
52,-19,-6,19,11,-14,18,17,52.97032151046615,3.275168580785248e-008
52,-19,-5,5,-14,-18,10,-7,52.97032144217901,3.55354501380134e-008
52,-19,-5,15,-19,-13,-9,2,52.97032144365929,3.405516935117703e-008
52,-19,-4,6,-18,6,-6,-19,52.97032153862238,6.090791515589444e-008
52,-19,-4,16,-14,-4,-12,1,52.97032146637476,1.133970783939731e-008
52,-19,-3,-9,-18,-1,-2,-15,52.97032142493755,5.277691172977939e-008
52,-19,-2,-18,-17,-5,-7,-7,52.97032144369444,3.402002590746633e-008
52,-19,-2,-16,-8,-15,-7,13,52.97032147587476,1.839701724293263e-009
52,-19,-2,-14,10,14,-15,12,52.97032145855102,1.916344416486027e-008
52,-19,-2,18,13,-16,16,14,52.97032143625595,4.145851306702753e-008
52,-19,-1,15,-18,9,-14,-15,52.97032140623119,7.148327796357989e-008
52,-19,0,-16,-9,-19,5,4,52.97032143615635,4.155810984229902e-008
52,-19,0,-9,11,4,5,3,52.97032140258794,7.512652189234359e-008
52,-19,0,-6,-15,-16,-11,11,52.97032142512654,5.258792867834927e-008
52,-19,0,-4,-13,-17,4,-1,52.97032137925153,9.846293380633142e-008
52,-19,0,12,-18,-7,-17,5,52.97032150952318,3.18087174377979e-008
52,-19,1,6,-14,-11,1,-5,52.97032154634713,6.863266577283866e-008
52,-19,1,8,-3,3,-8,2,52.97032156186123,8.414676244683506e-008
52,-19,1,10,-18,-15,5,-9,52.97032152105561,4.334114578341541e-008
52,-19,1,10,-15,-13,11,-14,52.97032148958162,1.186715081757939e-008
52,-19,2,-10,19,-1,5,16,52.97032149193561,1.422114337401581e-008
52,-19,2,-2,-17,-16,-10,8,52.97032139649052,8.122394490328588e-008
52,-19,2,9,16,-17,17,17,52.97032146414504,1.356941936592193e-008
52,-19,3,-17,-10,1,-12,-2,52.97032142364532,5.406914027616949e-008
52,-19,3,-15,-9,1,-7,-6,52.97032151995879,4.224432359478669e-008
52,-19,3,-14,-16,-19,-17,19,52.97032148552915,7.814684011009376e-009
52,-19,3,-3,-17,-15,-13,10,52.97032145746293,2.02515337832665e-008
52,-19,3,12,-19,-17,15,-18,52.97032153623675,5.852228213143462e-008
52,-19,3,13,4,5,-14,13,52.97032154448867,6.677420572032133e-008
