b0,A,AI,B,BI,C,CI,ResultReal,ResultImag,Delta
21,-18,12,19,8,0,5,-0.0007712931714402022,21.22876404250432,0.541762740656149
21,-18,10,19,7,0,5,-0.000151470477864665,20.63998395778655,0.6293790883037689
21,-18,11,19,-5,0,5,-0.0007499889085934154,20.6396893055878,0.6300335932929944
21,-18,10,19,12,0,5,-0.0007502580554617253,20.64713131800091,0.6255454179559449
21,-18,12,19,-16,0,5,-0.0001516208367245909,20.66056953635788,0.6170998936675965
21,-18,11,19,-6,0,5,-0.0007499883293079156,20.63967328812484,0.6300433135258975
21,-18,10,19,9,0,5,-0.0007500445076799658,20.64122664133203,0.6291018566919971
21,-18,12,19,13,0,5,-0.0007499883263934697,20.63967328812484,0.6300433135235811
21,-18,12,19,15,0,5,-0.0001519051411592969,20.6994905030879,0.5951385327355357
21,-18,10,19,8,0,5,-0.000751429149593971,20.67951250776058,0.6066933568731183
21,-18,12,19,-13,0,5,-0.0007499883263934697,20.63967328812484,0.6300433135235811
21,-18,12,19,-15,0,5,-0.0007499881518937683,20.63967328812485,0.6300433133848846
21,-18,11,19,-2,0,5,-0.002160223732647727,20.6421590057946,0.6296619613810241
21,-18,11,19,0,0,5,-0.002160212995225189,20.64209492473514,0.629700615562369
21,-18,10,19,11,0,5,-0.0007499995640013891,20.63998393164441,0.6298548447156492
21,-18,10,19,16,0,5,-0.000792575775626722,21.8172274836488,0.9397430034815385
21,-18,12,19,-10,0,5,-0.0007499881518937683,20.63967328812485,0.6300433133848846
21,-18,12,19,14,0,5,-0.001564181029631427,20.64209502532539,0.6292253467388944
21,-18,11,19,1,0,5,-0.0007515735380866785,20.6835049836961,0.6044483857931381
21,-18,12,19,12,0,5,-0.0007861932349367778,21.64075426795348,0.79598655999864
21,-18,12,19,-14,0,5,-0.0007499881518937683,20.63967328812485,0.6300433133848846
21,-18,11,19,-3,0,5,-0.0007499883293079156,20.63967328812484,0.6300433135258975
21,-18,10,19,15,0,5,-0.0001514682088974944,20.63967331426666,0.6295677066582253
21,-18,12,19,-12,0,5,-0.0007504198081566927,20.65160874921773,0.6228724001540621
21,-18,11,19,2,0,5,-0.002160212995225189,20.64209492473514,0.629700615562369
21,-18,10,19,10,0,5,-0.000750007990083914,20.64021691600956,0.6297135556103709
21,-18,10,19,13,0,5,-0.000750007990083909,20.64021691600941,0.6297135556104571
21,-17,3,14,-2,0,-18,-0.0001602617404514918,21.0253429372474,0.5001711699059608
21,-17,2,14,-17,0,-18,-0.0001602617769046415,21.02534461954825,0.5001711810557223
21,-17,1,14,-11,0,-18,-0.0001602410346691454,21.02266115804936,0.5001606271969746
21,-17,3,14,-9,0,-18,-0.0001602609208902854,21.02523678903833,0.5001704793110858
21,-17,1,14,-8,0,-18,-0.000160260561181664,21.02519020017328,0.500170183319413
21,-17,1,14,15,0,-18,-0.0001602469773174936,21.02342780153651,0.5001621733520771
21,-17,3,14,-5,0,-18,-0.0001602506535352953,21.02390697807528,0.5001637364802475
21,-17,1,14,-10,0,-18,-0.0001602614759360342,21.02530867764396,0.5001709445527859
21,-17,1,14,16,0,-18,-0.0001598364910307222,20.97026204800022,0.5028327564357941
21,-17,2,14,11,0,-18,-0.0001602543768258777,21.02438617368316,0.5001657588084
21,-17,1,14,19,0,-18,-0.0006525549031557046,21.02534460307627,0.5006634633365139
21,-17,1,14,2,0,-18,-0.0001602550933454586,21.02448201503598,0.5001662183483181
21,-17,2,14,9,0,-18,-0.0001601671001971338,21.01308223843161,0.5002403699968119
21,-17,2,14,-11,0,-18,-0.0001602617769244001,21.02534462210734,0.5001711810726517
21,-17,2,14,2,0,-18,-0.0001602617766082216,21.02534458115643,0.5001711808017457
21,-17,3,14,-11,0,-18,-0.0001600134329170295,20.99318246916204,0.5009917916244617
21,-17,2,14,-14,0,-18,-0.0001602617766082216,21.02534458115643,0.5001711808017457
21,-17,1,14,14,0,-18,-0.0001602551168087325,21.02448201503595,0.5001662183717809
21,-17,1,14,-1,0,-18,-0.0001602351158692856,21.02189456450891,0.5001602561556679
21,-17,2,14,5,0,-18,-0.0001602085093806736,21.01844549515838,0.5001731220732071
21,-17,2,14,3,0,-18,-0.0001602617769241824,21.02534462207914,0.5001711810724652
21,-17,3,14,1,0,-18,-0.0001602615973573349,21.0253244039295,0.5001710477059621
21,-17,2,14,-16,0,-18,-0.0001602616728558126,21.02533114331847,0.5001710920863399
21,-17,2,14,-13,0,-18,-0.0001602617769241824,21.02534462207914,0.5001711810724652
21,-17,2,14,14,0,-18,-0.0001602617740335996,21.02534424769571,0.5001711785958998
21,-17,3,14,-8,0,-18,-0.0001602617231067922,21.02534069079067,0.5001711550573059
21,-17,2,14,12,0,-18,-0.0001600961560031916,21.00389363907983,0.5004891598142704
21,-17,3,14,-4,0,-18,-0.0001602616667359655,21.02533338973469,0.5001711068683846
21,-17,2,14,-19,0,-18,-0.0001597893573543531,20.96415731271549,0.5034979429547389
21,-17,1,14,18,0,-18,-0.0001599308306456769,20.98248085876635,0.501721888583722
21,-17,1,14,-12,0,-18,-0.0001602613217713543,21.02528871049018,0.500170814294972
21,-17,3,14,-6,0,-18,-0.000160217361726171,21.01959507554155,0.5001661913011661
21,-17,2,14,8,0,-18,-0.0001602588168031451,21.02496123215585,0.5001687917169509
21,-17,1,14,-6,0,-18,-0.0001602609209112921,21.02523679175909,0.5001704793284983
21,-17,1,14,17,0,-18,-0.0001602617754790012,21.0253444349017,0.5001711798342419
21,-17,1,14,-3,0,-18,-0.0001602410581303531,21.0226611580483,0.5001606272204345
21,-17,3,14,-1,0,-18,-0.0001602550933432556,21.02448201475065,0.5001662183469225
21,-17,3,14,-7,0,-18,-0.0001602617404514918,21.0253429372474,0.5001711699059608
21,-17,2,14,-12,0,-18,-0.0001602617682519602,21.02534349886748,0.5001711736432037
21,-17,3,14,-10,0,-18,-0.0001595540249115966,20.9336800769363,0.5079045103659912
21,-17,2,14,-10,0,-18,-0.0007824714280589853,21.02532063197978,0.5007932194089963
21,-17,3,14,4,0,-18,-0.0001602614759448148,21.02530867878121,0.5001709445602276
21,-17,2,14,-18,0,-18,-0.0001602617769244029,21.02534462210771,0.5001711810726541
21,-17,3,14,-3,0,-18,-0.0001602612678128563,21.02528172187494,0.5001707688923215
21,-17,3,14,8,0,-18,-0.0001602616667359655,21.02533338973469,0.5001711068683846
21,-17,2,14,-7,0,-18,-0.0001602617760210237,21.02534450510354,0.5001711802986355
21,-17,1,14,5,0,-18,-0.000160072496583181,21.00083233417042,0.500609476426718
21,-17,2,14,16,0,-18,-0.0001594131496491865,20.91543080867309,0.5113950344080062
21,-17,2,14,-15,0,-18,-0.0001602617422348024,21.02534012916884,0.5001711513701319
21,-17,2,14,13,0,-18,-0.0001602085093806736,21.01844549515838,0.5001731220732071
21,-17,3,14,0,0,-18,-0.0001602617534601536,21.02534462210771,0.5001711810491904
21,-17,1,14,-5,0,-18,-0.0001602351158692866,21.02189456450905,0.5001602561556678
21,-17,1,14,-2,0,-18,-0.0001602499370482749,21.02381114101447,0.5001633871419291
21,-17,2,14,17,0,-18,-0.0001602616728558126,21.02533114331847,0.5001710920863399
21,-17,2,14,15,0,-18,-0.0001598836487132531,20.97636988616264,0.5022406151585651
21,-17,2,14,10,0,-18,-0.0007935209427387806,21.0251289336492,0.5008030494726109
21,-17,2,14,-1,0,-18,-0.0001602600883699013,21.02512896237608,0.5001698008596673
21,-17,1,14,1,0,-18,-0.0001602262383880498,21.02074476707677,0.5001619023911572
21,-17,3,14,14,0,-18,-0.0001602617534601495,21.02534462210717,0.5001711810491869
21,-17,3,14,5,0,-18,-0.000160260365855081,21.02516490179751,0.5001700244099214
21,-17,3,14,-19,0,-18,-0.000160252896875673,21.02419449298108,0.5001648947842411
21,-17,1,14,12,0,-18,-0.00203429545945529,21.02610325544289,0.5020507412582151
21,-17,2,14,-9,0,-18,-0.0007935290862154538,21.02534197250239,0.5008044170958319
21,-17,3,14,3,0,-18,-0.0001601552490075033,21.01155032586612,0.5002701336117712
21,-17,2,14,19,0,-18,-0.0001600488900612442,20.99777180801279,0.5007484419500918
21,-17,1,14,-9,0,-18,-0.0006525542440005647,21.02532363629568,0.500663324711108
21,-17,2,14,-8,0,-18,-0.002526610288570633,21.02612411751479,0.5025432091021873
21,-17,2,14,-4,0,-18,-0.000793527584252415,21.02530265985559,0.500804157906935
21,-17,3,14,11,0,-18,-0.0001601552490075278,21.0115503258693,0.5002701336117046
21,-17,3,14,7,0,-18,-0.0001602617534601536,21.02534462210771,0.5001711810491904
21,-17,2,14,18,0,-18,-0.0006498646020648776,20.93976935500696,0.507364451372751
21,-17,2,14,-6,0,-18,-0.0001602617332245782,21.02534200122954,0.5001711637178333
21,-17,3,14,6,0,-18,-0.0001602603658127363,21.02516489631309,0.5001700243756102
21,-17,1,14,9,0,-18,-0.0001602617433423654,21.02534331166856,0.5001711723817949
21,-17,2,14,1,0,-18,-0.0002167422986240591,21.02533114230574,0.5002275714825839
21,-17,2,14,0,0,-18,-0.0002166143959567293,21.01308223741949,0.5002968082615911
21,-17,1,14,7,0,-18,-0.000791423402491158,20.97026201935386,0.5034609931524555
21,-17,1,14,10,0,-18,-0.0007935181946710656,21.02505705072984,0.5008026084603817
21,-17,3,14,13,0,-18,-0.002667554843546829,21.02594435408304,0.5026827205047473
21,-17,3,14,10,0,-18,-0.0001602617534569777,21.02534462169636,0.5001711810464692
21,-17,2,14,-3,0,-18,-0.0002167422986240591,21.02533114230574,0.5002275714825839
21,-17,3,14,12,0,-18,-0.002070417722764805,21.02580072102888,0.5020845049312495
21,-17,3,14,-17,0,-18,-0.0007725211136005059,21.02534459110612,0.5007834268547684
21,-17,3,14,9,0,-18,-0.002031285183747704,21.00773495547867,0.5022350398641606
21,-17,3,14,-12,0,-18,-0.0007930018340753391,21.01155029719324,0.500902841849326
21,-17,3,14,-15,0,-18,-0.0001602573367779285,21.0247695417571,0.500167707263776
21,-17,3,14,-18,0,-18,-0.0001602617639157392,21.0253429372474,0.5001711699294245
21,-17,3,14,-14,0,-18,-0.0001602612678128563,21.02528172187494,0.5001707688923215
21,-17,3,14,2,0,-18,2.907776157414658e-312,21.02333196922462,0.5000016701152107
21,-17,2,14,-5,0,-18,-0.001874027460089589,21.02610028909517,0.5018904545018379
21,-17,1,14,13,0,-18,-6.924894972430611e-15,21.02534462332919,0.5000109228036255
21,-17,3,14,-16,0,-18,2.906312935275771e-312,21.01729602461419,0.5000225013689623
21,-17,2,14,6,0,-18,2.908264145346542e-312,21.02534462076974,0.500010922786701
21,-17,1,14,-4,0,-18,-0.0001602588168137302,21.02496123352682,0.5001687917249696
21,-17,2,14,4,0,-18,2.843925099341812e-312,21.02522480583473,0.5000101451862955
21,-17,1,14,3,0,-18,-0.0001601789060439497,21.01461435238215,0.5002152930901759
21,-17,2,14,-2,0,-18,2.908212350290762e-312,21.02512896359755,0.5000095438367956
21,-17,2,14,7,0,-18,-0.0001602617740335996,21.02534424769571,0.5001711785958998
21,-17,3,14,-13,0,-18,2.897990868275644e-312,21.02074476578942,0.5000016766932286
21,-17,1,14,-7,0,-18,-5.346268938799979e-316,21.02533264220845,0.5000108437540484
21,-17,1,14,6,0,-18,2.902337414806746e-312,21.00083233539462,0.5004495476234555
21,-17,1,14,0,0,-18,2.908101469346339e-312,21.02467370125117,0.5000069382370074
21,-17,1,14,4,0,-18,2.905662972096753e-312,21.01461435360309,0.5000551318203155
21,-17,-19,19,11,0,11,-0.0001694510421217829,21.69393328019265,0.8376219583665825
21,-17,-19,19,-19,0,11,-0.0008384017605075145,21.67753610121641,0.8249331590836551
21,-17,-19,19,4,0,11,-0.0001694582231077704,21.69486196347838,0.8383670840169587
21,-17,-19,19,3,0,11,-0.0001694513083859763,21.69396771489391,0.8376495803757186
21,-17,-19,19,14,0,11,-0.0001682412889671202,21.53747824197121,0.7182236582447794
21,-17,-19,19,-18,0,11,-0.0001591071854570608,20.35620046176787,0.8327670395335689
21,-17,-19,19,-9,0,11,-0.0006567637005821762,20.63919547807025,0.6302593485401319
21,-17,-19,19,-12,0,11,-0.0001694582494813194,21.69486216559132,0.8383672462362231
21,-17,-19,19,-15,0,11,-0.000839044374688726,21.69432031034612,0.8383323026955959
21,-17,-19,19,17,0,11,-0.0001591072087541414,20.35620046201023,0.8327670393537829
21,-17,-19,19,7,0,11,-0.0001693625082549531,21.6824836090187,0.8284658285214479
21,-17,-19,19,-13,0,11,-0.0008390651206855792,21.69486216753651,0.8387669070514313
21,-17,-19,19,6,0,11,-0.0001694582497096588,21.69486219512137,0.8383672699353857
21,-17,-19,19,9,0,11,-0.0008390058453013013,21.69331397519855,0.8375254888787595
21,-17,-19,19,8,0,11,-0.0001694367037135293,21.69207575273013,0.8361326805126159
21,-17,-19,19,13,0,11,-0.0001693242769952972,21.67753613231766,0.824527140850407
21,-17,-19,19,15,0,11,-0.0008390295553374229,21.6939332490658,0.8380219311450992
21,-17,-19,19,-11,0,11,-0.0002085206065619943,21.6775361316373,0.824550917922417
21,-17,-19,19,10,0,11,-0.0001694199249709828,21.68990904470045,0.8343973825485643
21,-17,-19,19,18,0,11,-0.0001690760388341309,21.64543264597581,0.7992421072845844
21,-17,-19,19,-14,0,11,-0.0001694462539902881,21.69331405356598,0.8371253280863125
21,-17,-19,19,16,0,11,-0.0001694510671141112,21.69393330381477,0.8376219773298551
21,-17,-18,19,-18,0,11,-0.0001694569490259842,21.69469719244885,0.8382348538350094
21,-17,-19,19,-10,0,11,-0.0006900011583882802,21.69486217449914,0.8386779130529709
21,-17,-19,19,-6,0,11,-0.0006813764380685233,21.42093371424352,0.6401549219982221
21,-17,-19,19,-7,0,11,-0.0001815282166523978,20.93017084760194,0.5085483614761843
21,-17,-19,19,-4,0,11,-0.0001679398090534013,21.49848918258985,0.6907764731210065
21,-17,-19,19,1,0,11,-0.0008285772834296103,21.42093370396111,0.6402700516713168
21,-17,-19,19,-5,0,11,-0.0001646942904525461,21.07875955302945,0.5033705097520956
21,-17,-19,19,19,0,11,-0.0001691523412353487,21.65530048176783,0.8069624998883798
21,-17,-19,19,-1,0,11,-0.0001694558554757618,21.69455256011129,0.838118794646476
21,-17,-18,19,-15,0,11,-0.0001694582210498663,21.69486169733929,0.8383668704287306
21,-17,-18,19,-17,0,11,-0.00016745026127252,21.43517810302763,0.6487301973461186
21,-17,-19,19,2,0,11,-2.794226079486471e-11,21.6948621999888,0.8382661861908013
21,-17,-19,19,-3,0,11,-0.0001694582249263005,21.69486219866037,0.8383672727607804
21,-17,-19,19,-2,0,11,-0.0001694540350463031,21.69432034110475,0.8379324707154646
21,-17,-18,19,-10,0,11,-0.0008221656824617369,21.25347072340157,0.5517093334101715
21,-17,-19,19,0,0,11,-0.0001694579630500115,21.69482833142658,0.8383400930669543
21,-17,-18,19,-14,0,11,-0.0001638461251913895,20.96906947993406,0.5029609435115352
21,-17,-18,19,-11,0,11,-0.0001694582249263363,21.694862198665,0.8383672727645012
21,-17,-18,19,-12,0,11,-1.427102373012796e-312,21.6948576164369,0.8382625072551447
21,-17,-18,19,-13,0,11,-0.0001694542803712239,21.69434885924831,0.8379553513959986
21,-17,-19,19,-16,0,11,-1.427103502224533e-312,21.694862199876,0.8382661860835955
21,-17,-19,19,-17,0,11,-1.381136702413891e-312,21.34393697138326,0.5946577946538082
21,-17,-19,19,5,0,11,-0.0001694582380460671,21.69486068672392,0.8383660593808999
21,-17,-19,19,-8,0,11,-5.649869758434631e-316,21.68248361034234,0.8283635914163464
21,-17,-19,19,12,0,11,-5.651146572283178e-316,21.68743334379275,0.8323153144583086
21,-17,-18,19,-19,0,11,-5.646012340904725e-316,21.68782420908651,0.8326278244626852
21,-17,-18,19,-16,0,11,-1.427102373012796e-312,21.6948576164369,0.8382625072551447
