b0,A,AI,B,BI,C,CI,ResultReal,ResultImag,Delta
14,-17,-19,19,-15,0,7,-0.0001078370447861285,13.80582043700607,0.5985700906879974
14,-17,-19,19,-19,0,7,-0.0005338298509740258,13.80266937227763,0.600662258557174
14,-17,-19,19,-18,0,7,-0.0001040742961485464,13.31919963039225,0.9566535134404535
14,-17,-19,19,-12,0,7,-0.0001077761416167899,13.79794411483029,0.6029338668876535
14,-17,-19,19,-9,0,7,-0.0001074968478147343,13.76182433856839,0.6238289167756328
14,-17,-19,19,7,0,7,-0.0001334240290375408,13.80582139863143,0.5985909405080806
14,-17,-19,19,-11,0,7,-0.0001078370513888873,13.80582129090994,0.5985696214874026
14,-17,-19,19,10,0,7,-0.0001078370680144811,13.80582139914899,0.5985695620257798
14,-17,-19,19,13,0,7,-0.0001078370680144811,13.80582139914899,0.5985695620257798
14,-17,-19,19,8,0,7,-0.0001078370104814976,13.80581395867881,0.5985736504211682
14,-17,-19,19,19,0,7,-0.0001078370654106001,13.8058210624013,0.5985697470607656
14,-17,-19,19,-14,0,7,-0.0004336031878611742,13.63150327268094,0.7096943290555016
14,-17,-19,19,16,0,7,-0.0001078370678517482,13.80582137810351,0.5985695735897758
14,-17,-19,19,-8,0,7,-0.0001078370522258499,13.80582139915039,0.5985695620118143
14,-17,-19,19,-17,0,7,-0.0001078004974824264,13.80109394520834,0.6011801621926964
14,-17,-19,19,-16,0,7,-0.0001078324814664603,13.8052302842456,0.5988945693701584
14,-17,-19,19,-10,0,7,-0.0001076909836730791,13.78693103417367,0.6091538753346244
14,-17,-19,19,-7,0,7,-0.0005198146024913007,13.80582137816507,0.5989138256043007
14,-17,-19,19,-13,0,7,-0.0001078233411219744,13.80404820628274,0.5995457201972922
14,-17,-19,19,-6,0,7,-0.0001078361951820368,13.80571056168848,0.5986304717493215
14,-17,-19,19,14,0,7,-0.0001078367823311735,13.80578445307041,0.5985898638216652
14,-17,-19,19,17,0,7,-0.0005339462877297363,13.80571054187938,0.5989865092840755
14,-17,-19,19,-4,0,7,-0.0001078365760866773,13.80575982230149,0.5986033992507933
14,-17,-19,19,-1,0,7,-0.0001078370496219584,13.8058210624013,0.598569747047574
14,-17,-19,19,-2,0,7,-0.0001078294343574543,13.80483621590539,0.5991114624561567
14,-17,-19,19,2,0,7,-0.0001078126795269974,13.80266939208317,0.6003072922926505
14,-17,-19,19,-3,0,7,-0.0001064891503455541,13.63150328572287,0.7094636966457599
14,-17,-18,19,-17,0,7,-0.0001078370003521923,13.80581264870339,0.5985743702341741
14,-17,-19,19,0,0,7,-0.000107835528605247,13.80562435643437,0.5986778549791153
14,-17,-18,19,-15,0,7,-0.0005294155610728153,13.68737727395878,0.6713045587850303
14,-17,-18,19,-12,0,7,-0.0005339482978454724,13.80576304336537,0.5989576742660342
14,-17,-18,19,-13,0,7,-0.0001078370451776927,13.80582048764523,0.5985700628629161
14,-17,-19,19,9,0,7,-0.0001078370676321765,13.80582134970732,0.5985695891928117
14,-17,-19,19,18,0,7,-4.005288765926594e-313,13.80582139773784,0.5984794673296209
14,-17,-19,19,4,0,7,-4.005288763456266e-313,13.80582139322769,0.5984794698082446
14,-17,-19,19,5,0,7,-4.005288708367946e-313,13.80582129175242,0.598479525575573
14,-17,-19,19,15,0,7,-4.005277064574651e-313,13.80579984811388,0.5984913105330272
14,-17,-18,19,-16,0,7,-0.0005339433824757348,13.80563470715408,0.5990281651228669
14,-17,-18,19,-18,0,7,-3.755380159853911e-313,13.34395330620037,0.9355854294901811
14,-17,-19,19,11,0,7,-4.005288767013538e-313,13.80582139975798,0.598479466219425
14,-11,-19,8,-15,0,-19,-0.0001563572595498711,13.37700365246894,0.9079087162277129
14,-11,-17,8,-14,0,-19,-0.0001562797885219113,13.37049176028871,0.9133504067597846
14,-11,-18,8,-6,0,-19,-0.0006608441634551068,13.87623923319468,0.5634503046340624
14,-11,-19,8,-18,0,-19,-0.0001556236140087608,13.31533725718845,0.9599750794546135
14,-11,-18,8,-3,0,-19,-0.0001560283866486126,13.34936169348136,0.9311024640628308
14,-11,-19,8,8,0,-19,-0.0001556236572440299,13.31533897620491,0.9599736122089843
14,-11,-19,8,5,0,-19,-0.0001595978353290699,13.64937044922518,0.6969424659523907
14,-11,-17,8,-17,0,-19,-0.0001560058797753322,13.34746790763146,0.9327003714299079
14,-11,-18,8,18,0,-19,-0.0001556957932232895,13.3214026478365,0.954803225337653
14,-11,-18,8,19,0,-19,-0.0001556813332393154,13.32018907533429,0.9558371770531631
14,-11,-18,8,-5,0,-19,-0.0001556326457154019,13.31609453862122,0.9593287868198122
14,-11,-19,8,9,0,-19,-0.0001556256670796033,13.31550983644372,0.959827779504955
14,-11,-19,8,-17,0,-19,-0.0001557302675231494,13.32430242782669,0.9523343581628517
14,-11,-17,8,-16,0,-19,-0.0001556321218961649,13.31605242228529,0.9593647262193543
14,-11,-19,8,6,0,-19,-0.0001556331242546068,13.31613667958067,0.9592928268873954
14,-11,-18,8,4,0,-19,-0.0001556236892538051,13.31534358221833,0.9599696807626081
14,-11,-18,8,1,0,-19,-0.0001556398377461859,13.31670100916351,0.9588113190457948
14,-11,-19,8,15,0,-19,-0.0001556236047350022,13.31533647764474,0.9599757448303363
14,-11,-19,8,-8,0,-19,-0.0001556236047154853,13.31533647600417,0.9599757462306387
14,-11,-18,8,7,0,-19,-0.0002753141335109775,13.31533721219026,0.9600374831299553
14,-11,-17,8,-11,0,-19,-0.0001564994416167141,13.38895481295344,0.8979587447228272
14,-11,-17,8,-10,0,-19,-0.000155841860548055,13.33368275100518,0.9443647483323816
14,-11,-19,8,-11,0,-19,-0.0006336770082285287,13.31549647322186,0.9600883760717541
14,-11,-19,8,-14,0,-19,-0.0001606155635551719,13.73489913347724,0.6403291952113449
14,-11,-19,8,18,0,-19,-0.0001556246755589391,13.31542649012697,0.9598989162515168
14,-11,-17,8,-18,0,-19,-0.0001556645152042075,13.31877345470687,0.9570438048021652
14,-11,-17,8,-7,0,-19,-0.0001556508614630605,13.317627651641,0.9580208679387267
14,-11,-19,8,12,0,-19,-0.0006337390267897243,13.31677679451693,0.9589961623323691
14,-11,-19,8,4,0,-19,-0.0006336692574384611,13.31533646457079,0.9602249085805759
14,-11,-18,8,-2,0,-19,-0.0001567843709752427,13.41290629258299,0.8781681273782372
14,-11,-19,8,10,0,-19,-0.0001556540686147995,13.31789724146158,0.9577909463768136
14,-11,-17,8,-13,0,-19,-0.0001556253080483105,13.31547965660339,0.9598535380126029
14,-11,-19,8,-19,0,-19,-0.000191648438241209,13.31533649196655,0.9599945023468729
14,-11,-18,8,-7,0,-19,-0.000162297523192194,13.87623926277058,0.5630073476319211
14,-11,-18,8,-7,0,-18,-0.000633729361714311,13.30411517197116,0.9698180514123288
14,-11,-18,8,-4,0,-19,-0.0001556236047132427,13.31533647581566,0.9599757463915395
14,-11,-19,8,-16,0,-19,-0.0006366563726004383,13.37700362399281,0.9081734196468193
14,-11,-17,8,-15,0,-19,-0.0001558965197439806,13.33827537180885,0.9404723051947889
14,-11,-18,8,-8,0,-19,-0.0001556524878158212,13.31776244550634,0.9579059054751713
14,-11,-19,8,16,0,-19,-0.0007385025029837935,13.3217397424693,0.9548216102014295
14,-11,-19,8,7,0,-19,-0.0001556269362352133,13.3156165204924,0.959736726685729
14,-11,-19,8,19,0,-19,-0.001473461132827157,13.31835503973777,0.9580896490699676
14,-11,-19,8,-7,0,-19,-0.000156357236657624,13.37700365249701,0.9079087161916766
14,-11,-17,8,-9,0,-19,-0.0001557463165969273,13.32565148973229,0.951186598380158
14,-11,-19,8,-12,0,-19,-0.0001595978353287721,13.64937044920016,0.6969424659698208
14,-11,-19,8,14,0,-19,-0.001455909904550304,13.31579500549704,0.9602627752945679
14,-11,-18,8,2,0,-19,-0.0001556957704275587,13.3214026478368,0.9548032253254577
14,-11,-18,8,3,0,-19,-0.0001556239428743774,13.3153649013324,0.9599514840416593
14,-11,-17,8,-19,0,-19,-0.000155632122156093,13.3160524441346,0.9593647075744064
14,-11,-18,8,0,0,-19,-0.0001556246191983594,13.31542175250824,0.9599029599059344
14,-11,-17,8,-12,0,-19,-0.0001556236047211579,13.315336476481,0.959975745823639
14,-11,-18,8,6,0,-19,-0.001456528802449565,13.31943349679734,0.9571620116695281
14,-11,-18,8,-1,0,-19,-0.0001559125719727831,13.33962660508173,0.9393282812033261
14,-11,-19,8,-9,0,-19,-0.0001556239616611412,13.31536648053062,0.9599501361376059
14,-11,-19,8,13,0,-19,-0.0001556293161876687,13.31581657707788,0.9595659908546934
14,-11,-19,8,-10,0,-19,-0.0001556269362352139,13.31561652049245,0.9597367266856834
14,-11,-19,8,-13,0,-19,-0.0007790800855608744,13.45991107717701,0.8403295239227297
14,-11,-18,8,10,0,-19,-0.0001556241683172252,13.3153838518524,0.9599353091188937
14,-11,-19,8,-5,0,-19,-0.0001556236057589571,13.31533656371746,0.9599756713633791
14,-11,-17,8,-6,0,-19,-0.0007716442732842451,13.33368270817469,0.9446910712354083
14,-11,-19,8,11,0,-19,-0.0006336691697278836,13.31533653538231,0.96022484810926
14,-11,-18,8,-18,0,-19,-0.0006341983259896004,13.3262586083086,0.9509220452821101
14,-11,-18,8,-19,0,-19,-0.001991709430307399,13.31624893038702,0.9601557086633465
14,-11,-18,8,5,0,-19,-0.0001556290154382329,13.31579129636205,0.9595875657451235
14,-11,-18,8,17,0,-19,-0.00145921580250246,13.33522130513177,0.9437519429680997
14,-11,-19,8,17,0,-19,-0.0007741961358898339,13.37700360950897,0.9082492586917104
14,-11,-17,8,-4,0,-19,-0.0001557872531823438,13.32909255437776,0.9482613971549638
14,-11,-19,8,-6,0,-19,-0.0001556236047132442,13.31533647581579,0.9599757463914319
14,-11,-19,8,-3,0,-19,-0.0001556693038002646,13.31917789455799,0.9566990153199902
14,-11,-18,8,9,0,-19,-0.0001556957704275635,13.3214026478372,0.9548032253251157
14,-11,-17,8,-3,0,-19,-0.0001556697938670612,13.31921908902109,0.9566638992036186
14,-11,-17,8,-5,0,-19,-0.0007706395031092145,13.31662515335705,0.9591969684959667
14,-11,-18,8,-16,0,-19,-0.001469201253418748,13.39376411623255,0.8947036387088922
14,-11,-18,8,8,0,-19,-0.0001559125719727458,13.33962660507859,0.9393282812059814
14,-11,-19,8,-4,0,-19,-0.0001556236274983843,13.3153364758134,0.9599757464053379
14,-11,-18,8,-17,0,-19,-0.001457354786473333,13.32428823109681,0.9530306735849224
14,-11,-17,8,1,0,-19,-0.0001571611955324099,13.44457946473123,0.8523251969651878
14,-11,-18,8,12,0,-19,-0.0001572523592239136,13.45224193373834,0.846132735618071
14,-11,-18,8,-14,0,-19,-0.0001556957704275713,13.32140264783785,0.954803225324559
14,-11,-19,8,0,0,-19,-0.0001556241996286498,13.31538648386215,0.9599330626157799
14,-11,-18,8,-13,0,-19,-0.001456322416685695,13.31822024461633,0.9581955386610514
14,-11,-18,8,15,0,-19,-0.0001664232439793342,14.04323271145819,0.5084656485334844
14,-11,-19,8,3,0,-19,-0.001300295058991929,13.31588427154805,0.9601053882331082
14,-11,-17,8,4,0,-19,-0.0001556236047132159,13.31533647581341,0.9599757463934636
14,-11,-18,8,-9,0,-19,-0.001458388248175915,13.33036046701237,0.9478729055551757
14,-11,-17,8,-1,0,-19,-0.0007881344308100952,13.61360440297437,0.7227417104006122
14,-11,-17,8,3,0,-19,-0.0007709010591120113,13.32106548435947,0.9554127555080724
14,-11,-18,8,14,0,-19,-0.0007740041223828832,13.37374705509282,0.9109677554962559
14,-11,-18,8,-10,0,-19,-0.001459215802502881,13.33522130513424,0.9437519429660022
14,-11,-17,8,-2,0,-19,-0.0007759898843974812,13.40745695325887,0.8830037429216311
14,-11,-19,8,-1,0,-19,-0.0001556269362352132,13.31561652049239,0.9597367266857365
14,-11,-17,8,0,0,-19,-0.0001556963052799133,13.32144760685713,0.9547649288087322
